"ID","Pedigree","INDV","F_MISS","Comments_isu_gb","Comments_note"
"NSL 438010","AusTRCF 306324","NSL438010:250031276",0.130935,"other","ok"
"NSL 438019","AusTRCF 306333","NSL438019:250034807",0.061403,"other","ok"
"NSL 438021","AusTRCF 306335","NSL438021:250031176",0.119925,"other","ok"
"NSL 438022","AusTRCF 306336","NSL438022:250031166",0.126316,"other","ok"
"NSL 438023","AusTRCF 306337","NSL438023:250034852",0.146135,"other","ok"
"NSL 438029","AusTRCF 306343","NSL438029:250031028",0.132592,"other","ok"
"NSL 438030","AusTRCF 306344","NSL438030:250031017",0.110348,"other","ok"
"NSL 438031","AusTRCF 306345","NSL438031:250031297",0.132344,"other","ok"
"NSL 438032","AusTRCF 306346","NSL438032:250034962",0.150779,"other","ok"
"NSL 438033","AusTRCF 306347","NSL438033:250035105",0.0663444,"other","ok"
"NSL 438034","AusTRCF 306348","NSL438034:250034958",0.0643486,"other","ok"
"NSL 438036","AusTRCF 306350","NSL438036:250031071",0.120152,"other","ok"
"NSL 438037","AusTRCF 306351","NSL438037:250031160",0.173946,"other","ok"
"NSL 438038","AusTRCF 306352","NSL438038:250031115",0.162865,"other","ok"
"NSL 438039","AusTRCF 306353","NSL438039:250035112",0.162135,"other","ok"
"NSL 438040","AusTRCF 306354","NSL438040:250034922",0.16384,"other","ok"
"NSL 438042","AusTRCF 306356","NSL438042:250031117",0.138441,"other","ok"
"NSL 438043","AusTRCF 306357","NSL438043:250031240",0.144485,"other","ok"
"NSL 52605","Oh7K","NSL52605:250041660",0.202205,"other","ok"
"NSL 53086","SC 212M","NSL53086:250042350",0.214881,"other","ok"
"NSL 53094","SC 357","NSL53094:250033232",0.248771,"other","ok"
"NSL 53095","SC 359","NSL53095:250042330",0.430935,"other","ok"
"NSL 65863","B7","NSL65863:250033778",0.224782,"other","ok"
"NSL 65864","B8","NSL65864:250035184",0.254897,"other","ok"
"NSL 65866","B14","NSL65866:250041456",0.0679937,"other","ok"
"NSL 65868","B21","NSL65868:250034684",0.267048,"other","ok"
"NSL 65869","B38","NSL65869:250041717",0.201359,"other","ok"
"NSL 65871","I 205","NSL65871:250031381",0.189011,"other","ok"
"NSL 65872","L 289","NSL65872:250035078",0.317405,"other","ok"
"NSL 65873","L317","NSL65873:250032823",0.16932,"other","ok"
"NSL 65874","Os420","NSL65874:250033613",0.175859,"other","ok"
"NSL 67786","Mo301ae","NSL67786:250035086",0.144798,"other","ok"
"NSL 67788","Mo303ae","NSL67788:250035007",0.172223,"other","ok"
"NSL 67789","Mo304ae","NSL67789:250034809",0.183406,"other","ok"
"NSL 67790","Mo305ae","NSL67790:250040798",0.14014,"other","ok"
"NSL 67792","Mo307ae","NSL67792:250031268",0.13267,"other","ok"
"NSL 67793","Mo308ae","NSL67793:250031194",0.172248,"other","ok"
"NSL 67796","Mo311ae","NSL67796:250035108",0.279617,"other","ok"
"NSL 67797","Mo312ae","NSL67797:250031299",0.245515,"other","ok"
"NSL 67798","Mo313ae","NSL67798:250031004",0.175059,"other","ok"
"NSL 67799","Mo314ae","NSL67799:250031112",0.136739,"other","ok"
"NSL 68211","Oh422","NSL68211:250033607",0.237014,"other","ok"
"NSL 68242","SC 212M","NSL68242:250042332",0.226807,"other","ok"
"NSL 68252","SC 357","NSL68252:250031525",0.251795,"other","ok"
"NSL 81595","A238","NSL81595:250041537",0.210003,"other","ok"
"NSL 81596","A258","NSL81596:250034882",0.1647,"other","ok"
"NSL 81597","A648","NSL81597:250032565",0.160216,"other","ok"
"NSL 81598","A657","NSL81598:250034737",0.233155,"other","ok"
"NSL 81599","A659","NSL81599:250034628",0.21325,"other","ok"
"NSL 81600","A660","NSL81600:250034831",0.164876,"other","ok"
"PI 186182","INBRED 378","PI186182:250032842",0.362871,"other","ok"
"PI 186183","INBRED 379","PI186183:250032933",0.414342,"other","ok"
"PI 186184","INBRED 381","PI186184:250033174",0.490678,"other","ok"
"PI 186193","INBRED A-243-1","PI186193:250032891",0.374397,"other","ok"
"PI 186196","INBRED 109","PI186196:250033823",0.332578,"other","ok"
"PI 186197","INBRED 100","PI186197:250033031",0.312308,"other","ok"
"PI 186199","INBRED 141","PI186199:250034727",0.314826,"other","ok"
"PI 186215","INBRED 2-687","PI186215:250031371",0.256757,"other","ok"
"PI 186217","INBRED 19-86","PI186217:250033712",0.460098,"other","ok"
"PI 186218","INBRED 34-1141","PI186218:250033797",0.386624,"other","ok"
"PI 186219","INBRED 34-1181","PI186219:250032776",0.448071,"other","ok"
"PI 186221","INBRED 39-1084","PI186221:250031453",0.350956,"other","ok"
"PI 186223","INBRED 41-1781","PI186223:250033072",0.325557,"other","ok"
"PI 186224","INBRED 42-492","PI186224:250031504",0.390959,"other","ok"
"PI 186226","INBRED 305","PI186226:250031387",0.355264,"other","ok"
"PI 186227","INBRED 309","PI186227:250031901",0.588469,"other","ok"
"PI 186229","INBRED 321","PI186229:250031250",0.539626,"other","ok"
"PI 198889","4F-182 BS 11","PI198889:250034975",0.31678,"other","ok"
"PI 198892","4F-234 BX 4","PI198892:250031040",0.408423,"other","ok"
"PI 198893","4F-240 BX 16","PI198893:250033534",0.374591,"other","ok"
"PI 198894","4F-259 HQ","PI198894:250032470",0.433744,"other","ok"
"PI 198895","4F-285 TX 15","PI198895:250031872",0.488891,"other","ok"
"PI 198896","4F-300 AD 3","PI198896:250035057",0.40678,"other","ok"
"PI 198902","4F-345 CN 12","PI198902:250035110",0.295742,"other","ok"
"PI 198906","4F-403 JV 15","PI198906:250032845",0.399031,"other","ok"
"PI 200179","NY 3 (Neveh Yaar)","PI200179:250033677",0.437462,"other","ok"
"PI 200181","NY 65 (Neveh Yaar)","PI200181:250034732",0.269177,"other","ok"
"PI 200184","NY 166 (Neveh Yaar)","PI200184:250031145",0.364118,"other","ok"
"PI 200185","NY 188 (Neveh Yaar)","PI200185:250033689",0.323805,"other","ok"
"PI 200187","NY 318 (Nevey Yaar)","PI200187:250031775",0.519633,"other","ok"
"PI 200188","NY 364 (Neveh Yaar)","PI200188:250034695",0.520165,"other","ok"
"PI 200191","NY 476 (Neveh Yaar)","PI200191:250032395",0.338572,"other","ok"
"PI 200194","NY 971 (Neveh Yaar)","PI200194:250033717",0.32378,"other","ok"
"PI 200195","NY 992 (Neveh Yaar)","PI200195:250034810",0.478348,"other","ok"
"PI 221733","A13-2 INBRED (POTCHEFSTROOM PEARL)","PI221733:250031757",0.270852,"other","ok"
"PI 221734","A14 INBRED (POTCHEFSTROOM PEARL)","PI221734:250033188",0.265362,"other","ok"
"PI 221735","A15-1 INBRED (POTCHEFSTROOM PEARL)","PI221735:250033210",0.221003,"other","ok"
"PI 221736","A16-3-2 INBRED (POTCHEFSTROOM PEARL)","PI221736:250031760",0.235539,"other","ok"
"PI 221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","PI221737:250031653",0.278308,"other","ok"
"PI 221739","A21-4-1 INBRED (HICKORY KING)","PI221739:250031765",0.283994,"other","ok"
"PI 221743","N72-3-1-1 INBRED","PI221743:250032602",0.263155,"other","ok"
"PI 221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","PI221747:250032768",0.252317,"other","ok"
"PI 221750","E292-1-1-1 INB(S5 SYN ANVELD X MINN.706)","PI221750:250033571",0.278132,"other","ok"
"PI 221773","A415-1-3 INBRED","PI221773:250030989",0.241167,"other","ok"
"PI 221775","A436-1 INBRED","PI221775:250031113",0.320406,"other","ok"
"PI 221788","E680-2-1-3(S5) INBRED","PI221788:250031423",0.338134,"other","ok"
"PI 221789","E683-1-2-1(S5) INBRED","PI221789:250034688",0.358186,"other","ok"
"PI 221794","E697-1-1-1(S5) INBRED","PI221794:250034678",0.327859,"other","ok"
"PI 221805","A243-1-2(S10) INBRED (PERUVIAN)","PI221805:250035115",0.281905,"other","ok"
"PI 221811","A302-1-2(S10) INBRED (SERVENTINA)","PI221811:250035101",0.444249,"other","ok"
"PI 221820","C410-1(F11) INBRED (HOTNOT CROSSES)","PI221820:250031661",0.307611,"other","ok"
"PI 221821","E680-3-1-1(S6) INBRED","PI221821:250031563",0.332287,"other","ok"
"PI 236997","Inbred 6-907","PI236997:250035256",0.430838,"other","ok"
"PI 257506","F2","PI257506:250032281",0.458273,"other","ok"
"PI 257507","F7","PI257507:250032167",0.19522,"other","ok"
"PI 257508","F10","PI257508:250032130",0.398035,"other","ok"
"PI 257513","F115","PI257513:250032184",0.175743,"other","ok"
"PI 257514","FV181","PI257514:250032337",0.268759,"other","ok"
"PI 257516","F39","PI257516:250035244",0.332232,"other","ok"
"PI 257517","FC46","PI257517:250032591",0.387103,"other","ok"
"PI 267166","2 KM 368 INBRED","PI267166:250035220",0.237146,"other","ok"
"PI 267167","T8144 INBRED","PI267167:250032549",0.274405,"other","ok"
"PI 267168","T8146 INBRED","PI267168:250035211",0.447689,"other","ok"
"PI 267169","T8302 INBRED","PI267169:250035255",0.310693,"other","ok"
"PI 267170","T8354 INBRED","PI267170:250035180",0.274119,"other","ok"
"PI 267171","T8445 INBRED","PI267171:250035250",0.253566,"other","ok"
"PI 270297","B96","PI270297:250031147",0.322935,"other","ok"
"PI 303924","NO. 380","PI303924:250032405",0.494023,"other","ok"
"PI 303925","NO. 1004 INBRED","PI303925:250033557",0.280587,"other","ok"
"PI 303926","NO. 1019 INBRED","PI303926:250033854",0.349511,"other","ok"
"PI 303927","NO. 1026 INBRED","PI303927:250031267",0.479851,"other","ok"
"PI 303928","NO. 1032 INBRED","PI303928:250032777",0.268792,"other","ok"
"PI 303929","NO. 1037 INBRED","PI303929:250032848",0.320226,"other","ok"
"PI 303930","NO. 1049 INBRED","PI303930:250031319",0.25555,"other","ok"
"PI 303932","NO. 1068 INBRED","PI303932:250031932",0.375052,"other","ok"
"PI 303933","NO. 1070 INBRED","PI303933:250032531",0.323265,"other","ok"
"PI 303937","NO. 1175 INBRED","PI303937:250033713",0.326466,"other","ok"
"PI 303938","NO. 1185 INBRED","PI303938:250034816",0.495682,"other","ok"
"PI 303939","NO. 1197 INBRED","PI303939:250032431",0.421674,"other","ok"
"PI 303940","NO. 1201 INBRED","PI303940:250031280",0.341112,"other","ok"
"PI 303941","NO. 1266 INBRED","PI303941:250031697",0.268681,"other","ok"
"PI 303943","TN 53-1-2","PI303943:250034743",0.469015,"other","ok"
"PI 340812","NY 121 (Neveh Yaar)","PI340812:250033542",0.44711,"other","ok"
"PI 340813","NY 123 (Neveh Yaar)","PI340813:250031679",0.253624,"other","ok"
"PI 340817","G3 T5","PI340817:250032320",0.555673,"other","ok"
"PI 340818","G3 T5a","PI340818:250032319",0.506345,"other","ok"
"PI 340819","T9","PI340819:250032218",0.352946,"other","ok"
"PI 340821","G22 T122","PI340821:250035177",0.328042,"other","ok"
"PI 340822","G6 T123","PI340822:250035265",0.344935,"other","ok"
"PI 340823","G14 T133","PI340823:250035249",0.505751,"other","ok"
"PI 340824","G15 T134","PI340824:250032286",0.321416,"other","ok"
"PI 340825","G15 T134a","PI340825:250035260",0.38427,"other","ok"
"PI 340826","T140","PI340826:250034802",0.443746,"other","ok"
"PI 340827","T141","PI340827:250034560",0.436196,"other","ok"
"PI 340829","T146","PI340829:250040793",0.197601,"other","ok"
"PI 340830","T242","PI340830:250034707",0.319137,"other","ok"
"PI 340838","B-4541","PI340838:250031016",0.364501,"other","ok"
"PI 343953","PLS 61/10870 subline-1","PI343953:250034625",0.294922,"other","ok"
"PI 369437","80-2","PI369437:250032162",0.284374,"other","ok"
"PI 369438","K 10","PI369438:250035230",0.275547,"other","ok"
"PI 369439","S 14","PI369439:250032183",0.354872,"other","ok"
"PI 369442","S 48","PI369442:250035263",0.200393,"other","ok"
"PI 369443","S 61","PI369443:250032161",0.206087,"other","ok"
"PI 369446","U 123","PI369446:250032149",0.298303,"other","ok"
"PI 391414","PH 9","PI391414:250032062",0.119407,"other","ok"
"PI 391662","KUNG-70","PI391662:250033781",0.253976,"other","ok"
"PI 391663","T IEH 84","PI391663:250032921",0.302079,"other","ok"
"PI 391665","YING-55","PI391665:250032589",0.252024,"other","ok"
"PI 391666","YING-64","PI391666:250033575",0.258778,"other","ok"
"PI 391667","CHI-503","PI391667:250034731",0.170445,"other","ok"
"PI 391670","NIU 11","PI391670:250034835",0.389152,"other","ok"
"PI 391672","YANG","PI391672:250031876",0.413236,"other","ok"
"PI 391676","TUO 229","PI391676:250040796",0.153295,"other","ok"
"PI 391678","TZU-CHIAO-HSI-WU 105","PI391678:250031455",0.251537,"other","ok"
"PI 391682","YE-CHI-HUNG","PI391682:250033536",0.380513,"other","ok"
"PI 405705","CHAN 11 INBRED","PI405705:250040791",0.134493,"other","ok"
"PI 405707","HUA 94 INBRED","PI405707:250035104",0.278017,"other","ok"
"PI 405709","TANG CHAO INBRED","PI405709:250033802",0.340678,"other","ok"
"PI 405711","BAI TOU SHUANG IN.(JI 095","PI405711:250034709",0.516634,"other","ok"
"PI 405712","DA BA TANG INB. (JI 0241)","PI405712:250032474",0.35772,"other","ok"
"PI 405713","DA JIN DING (JI 0018)","PI405713:250034728",0.438496,"other","ok"
"PI 405714","HUO BAO MI (JI 0235)","PI405714:250033728",0.3875,"other","ok"
"PI 406106","A14NW","PI406106:250031457",0.165158,"other","ok"
"PI 406107","A57N","PI406107:250034939",0.209045,"other","ok"
"PI 406108","A98NW","PI406108:250031332",0.172548,"other","ok"
"PI 406109","A166N","PI406109:250031132",0.154244,"other","ok"
"PI 406110","A178N","PI406110:250033216",0.119837,"other","ok"
"PI 406113","A266N","PI406113:250035247",0.145651,"other","ok"
"PI 406115","A328NW","PI406115:250042461",0.217515,"other","ok"
"PI 406122","A564N","PI406122:250032430",0.151918,"other","ok"
"PI 406123","A579N","PI406123:250031284",0.148641,"other","ok"
"PI 406124","A622N","PI406124:250033103",0.252068,"other","ok"
"PI 406125","A641N","PI406125:250034973",0.0943267,"other","ok"
"PI 406126","A661N","PI406126:250031422",0.106682,"other","ok"
"PI 406128","A691N","PI406128:250033833",0.112392,"other","ok"
"PI 415078","4533. INBRED","PI415078:250034626",0.277285,"other","ok"
"PI 415079","4537. INBRED","PI415079:250032263",0.326783,"other","ok"
"PI 415080","4550. INBRED","PI415080:250034557",0.265629,"other","ok"
"PI 415081","4554. INBRED","PI415081:250032270",0.298716,"other","ok"
"PI 415082","4554 INBRED","PI415082:250035229",0.302165,"other","ok"
"PI 415083","4562 INBRED","PI415083:250032255",0.287188,"other","ok"
"PI 415084","4564 INBRED","PI415084:250032207",0.278152,"other","ok"
"PI 415085","4566 INBRED","PI415085:250032513",0.280937,"other","ok"
"PI 415086","4578 INBRED","PI415086:250032423",0.230198,"other","ok"
"PI 415087","4580 INBRED","PI415087:250032417",0.235039,"other","ok"
"PI 415088","4581 INBRED","PI415088:250032331",0.237419,"other","ok"
"PI 415089","4655 INBRED","PI415089:250035239",0.454743,"other","ok"
"PI 415090","4659 INBRED","PI415090:250032295",0.414472,"other","ok"
"PI 415091","4664 INBRED","PI415091:250035242",0.364526,"other","ok"
"PI 427109","Eng-li Chih","PI427109:250033593",0.259054,"other","ok"
"PI 427111","Chi-tan 120","PI427111:250031567",0.321985,"other","ok"
"PI 433485","Prior A","PI433485:250032132",0.210731,"other","ok"
"PI 433486","Prior B","PI433486:250035238",0.334173,"other","ok"
"PI 433487","Prior C","PI433487:250034558",0.442077,"other","ok"
"PI 459078","Honan no. 7","PI459078:250034696",0.27232,"other","ok"
"PI 459080","Hwang no. 525","PI459080:250031413",0.46193,"other","ok"
"PI 459082","Shansi no. 60","PI459082:250033687",0.494442,"other","ok"
"PI 506254","Tzi 24","PI506254:250033362",0.188982,"other","ok"
"PI 508277","SD42","PI508277:250034860",0.22821,"other","ok"
"PI 509542","B89","PI509542:250035130",0.152679,"other","ok"
"PI 510674","ND261","PI510674:250034550",0.213519,"other","ok"
"PI 511309","NC252","PI511309:250041491",0.0260415,"other","ok"
"PI 511310","NC254","PI511310:250031269",0.0438781,"other","ok"
"PI 511313","GT113","PI511313:250031752",0.151024,"other","ok"
"PI 517968","Pa392","PI517968:250033547",0.161145,"other","ok"
"PI 517971","Pa468","PI517971:250032940",0.21649,"other","ok"
"PI 517972","Pa877","PI517972:250031155",0.181587,"other","ok"
"PI 517973","Pa879","PI517973:250034947",0.31353,"other","ok"
"PI 517974","Pa880","PI517974:250031154",0.160919,"other","ok"
"PI 518660","SD43","PI518660:250035215",0.177511,"other","ok"
"PI 520770","W552","PI520770:250032384",0.192744,"other","ok"
"PI 520771","W570","PI520771:250034853",0.103205,"other","ok"
"PI 520772","W572","PI520772:250034593",0.113598,"other","ok"
"PI 520774","NC264","PI520774:250035116",0.197377,"other","ok"
"PI 522250","ND262","PI522250:250035178",0.276259,"other","ok"
"PI 522252","ND264","PI522252:250035225",0.251315,"other","ok"
"PI 524969","SD44","PI524969:250034724",0.202346,"other","ok"
"PI 524970","SD46","PI524970:250032455",0.100944,"other","ok"
"PI 527699","B90","PI527699:250031275",0.176519,"other","ok"
"PI 527700","B91","PI527700:250031003",0.183627,"other","ok"
"PI 531081","Pa356","PI531081:250034682",0.201759,"other","ok"
"PI 531083","Pa891","PI531083:250031067",0.144503,"other","ok"
"PI 531084","NC258","PI531084:250032761",0.170938,"other","ok"
"PI 531085","NC262","PI531085:250034667",0.149656,"other","ok"
"PI 531509","R225","PI531509:250033653",0.182847,"other","ok"
"PI 531510","R226","PI531510:250033743",0.18506,"other","ok"
"PI 531511","R227","PI531511:250031635",0.178689,"other","ok"
"PI 533658","SD101","PI533658:250040792",0.0988155,"other","ok"
"PI 533659","SD102","PI533659:250033273",0.105911,"other","ok"
"PI 535901","S 3","PI535901:250032317",0.443904,"other","ok"
"PI 535906","S 56","PI535906:250032273",0.34451,"other","ok"
"PI 535913","S 17","PI535913:250035179",0.118576,"other","ok"
"PI 535914","S 22","PI535914:250034577",0.227564,"other","ok"
"PI 535916","S 37","PI535916:250032284",0.38543,"other","ok"
"PI 535917","S 51","PI535917:250032329",0.268483,"other","ok"
"PI 535919","S 59A","PI535919:250032299",0.284448,"other","ok"
"PI 535920","S 63","PI535920:250035207",0.175222,"other","ok"
"PI 535921","S 65","PI535921:250035198",0.287914,"other","ok"
"PI 535923","S 90","PI535923:250032342",0.257086,"other","ok"
"PI 535924","S 97","PI535924:250032282",0.331604,"other","ok"
"PI 535925","S 99","PI535925:250035194",0.310383,"other","ok"
"PI 535926","S 117","PI535926:250032196",0.190709,"other","ok"
"PI 535927","S 125","PI535927:250032208",0.233013,"other","ok"
"PI 537097","LH195","PI537097:250041610",0.052065,"other","ok"
"PI 537099","LH205","PI537099:250031441",0.0409039,"other","ok"
"PI 538007","LH127","PI538007:250032771",0.114404,"other","ok"
"PI 538008","LH163","PI538008:250041681",0.156839,"other","ok"
"PI 538009","LH196","PI538009:250041527",0.0396447,"other","ok"
"PI 538010","LH206","PI538010:250041530",0.0559083,"other","ok"
"PI 538011","LH220Ht","PI538011:250031414",0.106668,"other","ok"
"PI 538229","SD53","PI538229:250032194",0.125828,"other","ok"
"PI 538231","SD59","PI538231:250035201",0.288994,"other","ok"
"PI 538235","SD57","PI538235:250034601",0.267472,"other","ok"
"PI 538237","SD63","PI538237:250032330",0.167864,"other","ok"
"PI 538238","SD65","PI538238:250032205",0.184095,"other","ok"
"PI 538239","SD69","PI538239:250040795",0.111851,"other","ok"
"PI 538242","SD106","PI538242:250033291",0.234238,"other","ok"
"PI 538244","SD108","PI538244:250032469",0.0693176,"other","ok"
"PI 539870","B92","PI539870:250031917",0.126747,"other","ok"
"PI 539871","B93","PI539871:250040777",0.121812,"other","ok"
"PI 539872","B94","PI539872:250035092",0.196568,"other","ok"
"PI 539920","LH160","PI539920:250033681",0.163473,"other","ok"
"PI 539921","LH162","PI539921:250031401",0.166672,"other","ok"
"PI 539922","LH190","PI539922:250031430",0.0455528,"other","ok"
"PI 539923","LH194","PI539923:250034739",0.0837793,"other","ok"
"PI 539924","LH202","PI539924:250041413",0.0529522,"other","ok"
"PI 539925","LH191","PI539925:250041658",0.0710029,"other","ok"
"PI 539926","LH192","PI539926:250033572",0.092528,"other","ok"
"PI 539927","LH193","PI539927:250041539",0.0620517,"other","ok"
"PI 539930","RS 710","PI539930:250034733",0.209101,"other","ok"
"PI 542937","Ab18","PI542937:250041441",0.295522,"other","ok"
"PI 542938","Ab610","PI542938:250042331",0.231478,"other","ok"
"PI 542953","T264","PI542953:250031023",0.207495,"other","ok"
"PI 542955","Va4","PI542955:250031294",0.1518,"other","ok"
"PI 542957","Va6","PI542957:250031693",0.352308,"other","ok"
"PI 542959","Va33","PI542959:250031372",0.195936,"other","ok"
"PI 543843","PHN34","PI543843:250041671",0.269254,"other","ok"
"PI 543846","PHP76","PI543846:250041541",0.139178,"other","ok"
"PI 543847","PHV07","PI543847:250041570",0.135101,"other","ok"
"PI 543849","PHW51","PI543849:250041569",0.10303,"other","ok"
"PI 543850","PHW86","PI543850:250041556",0.122645,"other","ok"
"PI 544065","BCC03","PI544065:250041582",0.158541,"other","ok"
"PI 546482","FBLA","PI546482:250041616",0.157944,"other","ok"
"PI 546483","6F629","PI546483:250041709",0.0958572,"other","ok"
"PI 546484","6M502A","PI546484:250041597",0.200621,"other","ok"
"PI 546485","NL001","PI546485:250041615",0.0590489,"other","ok"
"PI 546494","ND265","PI546494:250032318",0.285617,"other","ok"
"PI 547086","LH128","PI547086:250033567",0.13516,"other","ok"
"PI 547087","LH181","PI547087:250041600",0.0989523,"other","ok"
"PI 547088","LH208","PI547088:250031445",0.0831783,"other","ok"
"PI 547089","LH212Ht","PI547089:250041612",0.114204,"other","ok"
"PI 547090","LH213","PI547090:250041581",0.0987668,"other","ok"
"PI 547107","Lp215D","PI547107:250041736",0.0983131,"other","ok"
"PI 548783","T171","PI548783:250032982",0.0438791,"other","ok"
"PI 548794","ND266","PI548794:250034590",0.20732,"other","ok"
"PI 548798","PHJ89","PI548798:250041544",0.130229,"other","ok"
"PI 548799","PHJ90","PI548799:250041728",0.172395,"other","ok"
"PI 548800","PHK93","PI548800:250041668",0.210813,"other","ok"
"PI 548801","PHM81","PI548801:250041529",0.132719,"other","ok"
"PI 548802","PHN66","PI548802:250041568",0.126523,"other","ok"
"PI 548804","PHR55","PI548804:250041737",0.180426,"other","ok"
"PI 548805","PHR58","PI548805:250041567",0.17367,"other","ok"
"PI 548808","PHW30","PI548808:250041535",0.161922,"other","ok"
"PI 548830","29MIBZ2","PI548830:250041682",0.127062,"other","ok"
"PI 548839","MBUB","PI548839:250041735",0.146948,"other","ok"
"PI 550440","B64","PI550440:250031410",0.116507,"other","ok"
"PI 550442","Mo20W","PI550442:250032831",0.121998,"other","ok"
"PI 550443","B49","PI550443:250031110",0.255616,"other","ok"
"PI 550454","B52","PI550454:250034943",0.242332,"other","ok"
"PI 550455","B67","PI550455:250035053",0.143149,"other","ok"
"PI 550456","B69","PI550456:250041654",0.122574,"other","ok"
"PI 550461","B14A","PI550461:250041444",0.0685385,"other","ok"
"PI 550462","B59","PI550462:250031535",0.0987837,"other","ok"
"PI 550463","B65","PI550463:250031174",0.16213,"other","ok"
"PI 550464","B66","PI550464:250031678",0.209278,"other","ok"
"PI 550465","B68","PI550465:250034977",0.0899534,"other","ok"
"PI 550467","B37","PI550467:250030985",0.0819318,"other","ok"
"PI 550468","B45","PI550468:250035136",0.112099,"other","ok"
"PI 550469","B46","PI550469:250031127",0.154663,"other","ok"
"PI 550470","B54","PI550470:250031513",0.197273,"other","ok"
"PI 550471","B56","PI550471:250031143",0.206895,"other","ok"
"PI 550472","B57","PI550472:250034982",0.264561,"other","ok"
"PI 550473","B73","B73(PI550473):250024957",0.0137558,"other","ok"
"PI 550483","B76","PI550483:250031544",0.1184,"other","ok"
"PI 550489","ND245","PI550489:250032315",0.220585,"other","ok"
"PI 550490","ND246","PI550490:250032160",0.222033,"other","ok"
"PI 550491","ND301","PI550491:250035227",0.236901,"other","ok"
"PI 550496","H102","PI550496:250031581",0.268409,"other","ok"
"PI 550497","H103","PI550497:250031369",0.240664,"other","ok"
"PI 550503","ND247","PI550503:250035245",0.202926,"other","ok"
"PI 550504","ND248","PI550504:250032271",0.220629,"other","ok"
"PI 550514","T61","PI550514:250042413",0.213685,"other","ok"
"PI 550515","T101","PI550515:250042426",0.27058,"other","ok"
"PI 550517","T115","PI550517:250033064",0.399714,"other","ok"
"PI 550520","T224","PI550520:250035222",0.32802,"other","ok"
"PI 550521","T226","PI550521:250032854",0.166167,"other","ok"
"PI 550522","T232","PI550522:250032844",0.204034,"other","ok"
"PI 550526","H110","PI550526:250035133",0.292303,"other","ok"
"PI 550527","H111","PI550527:250033357",0.149774,"other","ok"
"PI 550530","ND249","PI550530:250032303",0.26164,"other","ok"
"PI 550531","ND250","PI550531:250035181",0.218134,"other","ok"
"PI 550532","ND251","PI550532:250032339",0.250552,"other","ok"
"PI 550540","ND252","PI550540:250032257",0.212912,"other","ok"
"PI 550541","ND253","PI550541:250032139",0.217707,"other","ok"
"PI 550542","ND254","PI550542:250035240",0.250137,"other","ok"
"PI 550552","ND304W","PI550552:250032256",0.189215,"other","ok"
"PI 550553","ND101","PI550553:250032301",0.297882,"other","ok"
"PI 550554","ND256","PI550554:250035206",0.245917,"other","ok"
"PI 550555","NC250","PI550555:250033538",0.135307,"other","ok"
"PI 550556","B88","PI550556:250035005",0.1856,"other","ok"
"PI 550558","DE811","PI550558:250031524",0.135678,"other","ok"
"PI 550561","ND257","PI550561:250035269",0.186445,"other","ok"
"PI 550565","N190","PI550565:250032293",0.150158,"other","ok"
