"ID","Pedigree","INDV","F_MISS","Comments_isu_gb","Comments_note"
"PI 550566","N192","PI550566:250033680",0.0608349,"other","ok"
"PI 550567","N193","PI550567:250035231",0.232939,"other","ok"
"PI 550568","N194","PI550568:250032193",0.296792,"other","ok"
"PI 550571","ND259","PI550571:250035208",0.118191,"other","ok"
"PI 550573","ND260","PI550573:250035257",0.209362,"other","ok"
"PI 550695","L 155","PI550695:250041531",0.096879,"other","ok"
"PI 550909","89291","PI550909:250033446",0.260291,"other","ok"
"PI 550911","89302","PI550911:250033457",0.243034,"other","ok"
"PI 550917","88094","PI550917:250033305",0.270065,"other","ok"
"PI 550918","88069","PI550918:250033459",0.215328,"other","ok"
"PI 552815","LH215","PI552815:250041730",0.127254,"other","ok"
"PI 553055","OC2","PI553055:250033661",0.23923,"other","ok"
"PI 553056","OC3","PI553056:250031329",0.33017,"other","ok"
"PI 553057","OC4","PI553057:250031526",0.116223,"other","ok"
"PI 553059","OC6","PI553059:250033697",0.399112,"other","ok"
"PI 553063","OC10","PI553063:250031393",0.286963,"other","ok"
"PI 554612","LH209","PI554612:250041718",0.0426666,"other","ok"
"PI 554615","MM402A","PI554615:250041715",0.144917,"other","ok"
"PI 554616","3IBZ2","PI554616:250041701",0.146249,"other","ok"
"PI 555650","LIBC 4","PI555650:250041566",0.14632,"other","ok"
"PI 555651","83IBI3","PI555651:250041659",0.106103,"other","ok"
"PI 555660","LH214","PI555660:250041579",0.0919705,"other","ok"
"PI 558516","Mo7","PI558516:250032914",0.234836,"other","ok"
"PI 558517","Mo10","PI558517:250032802",0.27601,"other","ok"
"PI 558518","Mo15W","PI558518:250032900",0.341654,"other","ok"
"PI 558521","Mo2RF","PI558521:250033063",0.177966,"other","ok"
"PI 558522","Mo3","PI558522:250032856",0.147103,"other","ok"
"PI 558524","Mo6","PI558524:250032835",0.104945,"other","ok"
"PI 558526","Mo9W","PI558526:250032798",0.466629,"other","ok"
"PI 558527","Mo11","PI558527:250034967",0.10285,"other","ok"
"PI 558530","Mo14W","PI558530:250032970",0.150173,"other","ok"
"PI 558531","Mo16W","PI558531:250032838",0.356896,"other","ok"
"PI 558532","Mo17","PI558532:250031418",0.0575873,"other","ok"
"PI 559375","LH222","PI559375:250041546",0.0605,"other","ok"
"PI 559380","ICI 193","PI559380:250041558",0.11271,"other","ok"
"PI 559381","ICI 441","PI559381:250041716",0.0480404,"other","ok"
"PI 559382","ICI 740","PI559382:250041617",0.0509076,"other","ok"
"PI 559383","ICI 893","PI559383:250041590",0.0812991,"other","ok"
"PI 559916","CS405","PI559916:250041603",0.113958,"other","ok"
"PI 559918","NQ508","PI559918:250031522",0.0939737,"other","ok"
"PI 559919","OQ101","PI559919:250041713",0.187448,"other","ok"
"PI 559920","OQ403","PI559920:250041691",0.125576,"other","ok"
"PI 559921","OS602","PI559921:250041547",0.0966755,"other","ok"
"PI 559935","PHBA6","PI559935:250041542",0.106351,"other","ok"
"PI 559944","PHP85","PI559944:250041729",0.080431,"other","ok"
"PI 559945","PHPR5","PI559945:250041619",0.111808,"other","ok"
"PI 559946","PHR30","PI559946:250041675",0.131149,"other","ok"
"PI 559949","PHT69","PI559949:250041655",0.110808,"other","ok"
"PI 559952","PHV53","PI559952:250041712",0.150884,"other","ok"
"PI 559953","PHVA9","PI559953:250041592",0.128767,"other","ok"
"PI 559954","PHWG5","PI559954:250041657",0.0757397,"other","ok"
"PI 560074","Pa759","PI560074:250031492",0.0950581,"other","ok"
"PI 560075","Pa760","PI560075:250033668",0.114897,"other","ok"
"PI 560081","Pa778","PI560081:250033791",0.129533,"other","ok"
"PI 560082","Pa860","PI560082:250034964",0.188029,"other","ok"
"PI 560316","CS608","PI560316:250041534",0.0779062,"other","ok"
"PI 561516","AR204","PI561516:250031819",0.300706,"other","ok"
"PI 561523","AR234","PI561523:250032925",0.473232,"other","ok"
"PI 561526","AR250","PI561526:250033228",0.190108,"other","ok"
"PI 561527","AR254","PI561527:250031279",0.235238,"other","ok"
"PI 561529","AR266","PI561529:250032908",0.177144,"other","ok"
"PI 561533","AR276","PI561533:250033229",0.256578,"other","ok"
"PI 561565","B95","PI561565:250034923",0.158051,"other","ok"
"PI 561604","90176","PI561604:250033359",0.293216,"other","ok"
"PI 561694","NYRD4058","PI561694:250032563",0.0979443,"other","ok"
"PI 561695","NYLB31","PI561695:250034735",0.258606,"other","ok"
"PI 564682","B97","PI564682:250033788",0.112391,"other","ok"
"PI 564852","B101","PI564852:250035121",0.170665,"other","ok"
"PI 568158","N199","PI568158:250033741",0.143895,"other","ok"
"PI 568159","N200","PI568159:250032406",0.137824,"other","ok"
"PI 572413","Oh599","PI572413:250031949",0.220742,"other","ok"
"PI 573098","Oh603","PI573098:250033558",0.298857,"other","ok"
"PI 583350","Mo45","PI583350:250031424",0.269777,"other","ok"
"PI 583352","Mo47","PI583352:250033675",0.257184,"other","ok"
"PI 583774","ML606","PI583774:250034846",0.128061,"other","ok"
"PI 583846","H126W","PI583846:250035070",0.118442,"other","ok"
"PI 583847","H125","PI583847:250031066",0.0812439,"other","ok"
"PI 584528","B99","PI584528:250031647",0.203043,"other","ok"
"PI 584529","B100","PI584529:250035176",0.160249,"other","ok"
"PI 587124","CM105","PI587124:250032435",0.0927813,"other","ok"
"PI 587125","CO109","PI587125:250032138",0.28728,"other","ok"
"PI 587127","H105W","PI587127:250031574",0.0992331,"other","ok"
"PI 587128","H84","PI587128:250031400",0.146842,"other","ok"
"PI 587129","H99","PI587129:250034734",0.145816,"other","ok"
"PI 587137","Ms71","PI587137:250033584",0.11323,"other","ok"
"PI 587138","A554","PI587138:250034627",0.201676,"other","ok"
"PI 587139","A619","PI587139:250033566",0.101146,"other","ok"
"PI 587140","A632","PI587140:250031900",0.0894616,"other","ok"
"PI 587141","A654","PI587141:250032538",0.140712,"other","ok"
"PI 587142","A679","PI587142:250031913",0.0864949,"other","ok"
"PI 587143","A682","PI587143:250035089",0.206668,"other","ok"
"PI 587144","Mo24W","PI587144:250032072",0.376668,"other","ok"
"PI 587145","NC268","PI587145:250032788",0.360035,"other","ok"
"PI 587147","Pa91","PI587147:250031030",0.135773,"other","ok"
"PI 587149","Va26","PI587149:250031958",0.172069,"other","ok"
"PI 587150","Va35","PI587150:250041524",0.138243,"other","ok"
"PI 587151","Va102","PI587151:250031935",0.198292,"other","ok"
"PI 587152","W64A","PI587152:250033736",0.113167,"other","ok"
"PI 587153","W117","PI587153:250032308",0.178241,"other","ok"
"PI 587154","W153R","PI587154:250033489",0.132689,"other","ok"
"PI 587155","W182BN","PI587155:250032416",0.138662,"other","ok"
"PI 591014","BO385Y","PI591014:250042443",0.267894,"other","ok"
"PI 591015","BO394Y","PI591015:250042422",0.284467,"other","ok"
"PI 591022","BO46W","PI591022:250042459",0.192651,"other","ok"
"PI 592733","R228","PI592733:250031273",0.157948,"other","ok"
"PI 592734","R229","PI592734:250033722",0.0645828,"other","ok"
"PI 592735","R230","PI592735:250035264",0.116933,"other","ok"
"PI 592741","N801w","PI592741:250033859",0.18636,"other","ok"
"PI 593007","Hi25","PI593007:250032839",0.0977037,"other","ok"
"PI 593010","Hi28","PI593010:250040779",0.184884,"other","ok"
"PI 593011","Hi29","PI593011:250034587",0.323532,"other","ok"
"PI 593013","Hi31","PI593013:250033016",0.0901622,"other","ok"
"PI 593014","Hi33","PI593014:250032852",0.199558,"other","ok"
"PI 593017","Hi39","PI593017:250033076",0.191465,"other","ok"
"PI 593460","991","PI593460:250034834",0.139818,"other","ok"
"PI 594045","B102","PI594045:250034759",0.154438,"other","ok"
"PI 594046","B103","PI594046:250033812",0.122646,"other","ok"
"PI 594047","B104","PI594047:250033581",0.125957,"other","ok"
"PI 594048","B105","PI594048:250034886",0.177833,"other","ok"
"PI 594049","B106","PI594049:250031130",0.213297,"other","ok"
"PI 594050","N501","PI594050:250033561",0.162731,"other","ok"
"PI 594051","N502","PI594051:250031945",0.205033,"other","ok"
"PI 594052","N503","PI594052:250031902",0.162542,"other","ok"
"PI 594053","N504","PI594053:250033608",0.160876,"other","ok"
"PI 594054","N505","PI594054:250032289",0.230802,"other","ok"
"PI 594055","N506","PI594055:250031959",0.170168,"other","ok"
"PI 594056","N507","PI594056:250031928",0.187637,"other","ok"
"PI 594057","N508","PI594057:250033541",0.22829,"other","ok"
"PI 594058","N509","PI594058:250033045",0.206271,"other","ok"
"PI 594059","N510","PI594059:250033527",0.182735,"other","ok"
"PI 594060","N511","PI594060:250032924",0.157155,"other","ok"
"PI 594061","N512","PI594061:250033526",0.220856,"other","ok"
"PI 594062","N513","PI594062:250033525",0.158848,"other","ok"
"PI 594063","N514","PI594063:250033573",0.164662,"other","ok"
"PI 594064","N515","PI594064:250040768",0.144015,"other","ok"
"PI 594065","N516","PI594065:250031946",0.233817,"other","ok"
"PI 594066","N517","PI594066:250032577",0.161371,"other","ok"
"PI 594067","N518","PI594067:250031910",0.208236,"other","ok"
"PI 594068","N519","PI594068:250033554",0.170689,"other","ok"
"PI 594069","N520","PI594069:250041727",0.204761,"other","ok"
"PI 594070","N521","PI594070:250033578",0.191952,"other","ok"
"PI 594071","N523","PI594071:250031914",0.210451,"other","ok"
"PI 594072","N524","PI594072:250031957",0.158348,"other","ok"
"PI 594073","N525","PI594073:250033544",0.211941,"other","ok"
"PI 594074","N526","PI594074:250033569",0.174781,"other","ok"
"PI 594075","N528","PI594075:250031895",0.199947,"other","ok"
"PI 594076","N529","PI594076:250033586",0.155426,"other","ok"
"PI 594077","N530","PI594077:250031893",0.186642,"other","ok"
"PI 594078","N532","PI594078:250031940",0.185484,"other","ok"
"PI 594079","N533","PI594079:250032321",0.177512,"other","ok"
"PI 594080","N534","PI594080:250031961",0.168172,"other","ok"
"PI 594081","N535","PI594081:250032599",0.180677,"other","ok"
"PI 594082","N536","PI594082:250033540",0.169022,"other","ok"
"PI 594083","N537","PI594083:250033528",0.16212,"other","ok"
"PI 594084","N538","PI594084:250032837",0.158465,"other","ok"
"PI 594085","N539","PI594085:250032274",0.165367,"other","ok"
"PI 594086","N540","PI594086:250042568",0.165757,"other","ok"
"PI 594087","N541","PI594087:250031881",0.207516,"other","ok"
"PI 594088","N542","PI594088:250033432",0.195626,"other","ok"
"PI 594089","N543","PI594089:250031921",0.221507,"other","ok"
"PI 594090","N544","PI594090:250033545",0.195954,"other","ok"
"PI 594091","N545","PI594091:250031907",0.160599,"other","ok"
"PI 595366","N209","PI595366:250034822",0.161178,"other","ok"
"PI 595367","N215","PI595367:250034616",0.175219,"other","ok"
"PI 595569","CML 300","PI595569:250033480",0.149101,"other","ok"
"PI 595616","ZS01250","PI595616:250033618",0.164774,"other","ok"
"PI 596355","N216","PI596355:250032414",0.159734,"other","ok"
"PI 596356","N217","PI596356:250032396",0.0966533,"other","ok"
"PI 596357","N218","PI596357:250034671",0.0876459,"other","ok"
"PI 596499","OC12","PI596499:250031409",0.400819,"other","ok"
"PI 596500","OC13","PI596500:250031637",0.406696,"other","ok"
"PI 596501","OC14","PI596501:250031262",0.346159,"other","ok"
"PI 596502","OC15","PI596502:250031493",0.353522,"other","ok"
"PI 596503","OC16","PI596503:250034676",0.504125,"other","ok"
"PI 596505","OC18","PI596505:250031375",0.554672,"other","ok"
"PI 596627","Mp710","PI596627:250033155",0.26887,"other","ok"
"PI 596629","Mp712","PI596629:250033050",0.41279,"other","ok"
"PI 597578","N546","PI597578:250033591",0.212267,"other","ok"
"PI 597925","B107","PI597925:250031325",0.119342,"other","ok"
"PI 597926","B108","PI597926:250031033",0.374645,"other","ok"
"PI 597927","B109","PI597927:250030983",0.0610904,"other","ok"
"PI 600729","LP1 NR HT","PI600729:250031458",0.0818587,"other","ok"
"PI 600751","Seagull Seventeen","PI600751:250033671",0.0617359,"other","ok"
"PI 600772","FR19","PI600772:250034966",0.163988,"other","ok"
"PI 600791","LH38","PI600791:250033467",0.107398,"other","ok"
"PI 600944","LH39","PI600944:250032906",0.100385,"other","ok"
"PI 600954","LH119","PI600954:250033455",0.0324499,"other","ok"
"PI 600955","LH51","PI600955:250041704",0.0683403,"other","ok"
"PI 600956","MDF-13D","PI600956:250031548",0.149789,"other","ok"
"PI 600957","LH74","PI600957:250032450",0.0558087,"other","ok"
"PI 600958","FAPW","PI600958:250031412",0.0713145,"other","ok"
"PI 600959","LH145","PI600959:250032131",0.101446,"other","ok"
"PI 600981","PHG39","PI600981:250033863",0.0941751,"other","ok"
"PI 601004","LH132","PI601004:250033532",0.033707,"other","ok"
"PI 601005","207","PI601005:250041450",0.0945408,"other","ok"
"PI 601007","BO9","PI601007:250032260",0.099531,"other","ok"
"PI 601008","PHG35","PI601008:250041665",0.123316,"other","ok"
"PI 601009","PHB47","PI601009:250040770",0.0823378,"other","ok"
"PI 601026","F42","PI601026:250032197",0.0136848,"other","ok"
"PI 601037","G80","PI601037:250031660",0.131951,"other","ok"
"PI 601079","LH123HT","PI601079:250041700",0.112554,"other","ok"
"PI 601080","CR1HT","PI601080:250033851",0.116311,"other","ok"
"PI 601150","PHG71","PI601150:250032418",0.0966967,"other","ok"
"PI 601159","6103","PI601159:250031264",0.0745409,"other","ok"
"PI 601170","LH82","PI601170:250032540",0.113435,"other","ok"
"PI 601171","LH93","PI601171:250033705",0.232783,"other","ok"
"PI 601172","HBA1","PI601172:250035080",0.147132,"other","ok"
"PI 601190","Q381","PI601190:250032427",0.0956474,"other","ok"
"PI 601191","DJ7","PI601191:250031638",0.0232952,"other","ok"
"PI 601208","IB014","PI601208:250032429",0.106618,"other","ok"
"PI 601209","MBNA","PI601209:250031398",0.105734,"other","ok"
"PI 601210","78004","PI601210:250041607",0.0778956,"other","ok"
"PI 601211","78010","PI601211:250033651",0.0741646,"other","ok"
"PI 601229","PHG83","PI601229:250031564",0.128436,"other","ok"
"PI 601269","5707","PI601269:250033718",0.143669,"other","ok"
"PI 601270","PHG29","PI601270:250033857",0.105614,"other","ok"
"PI 601300","4676A","PI601300:250031885",0.173142,"other","ok"
"PI 601301","78002A","PI601301:250031364",0.070899,"other","ok"
"PI 601316","LH54","PI601316:250031658",0.0780525,"other","ok"
"PI 601317","LH57","PI601317:250033829",0.104528,"other","ok"
"PI 601318","PHG47","PI601318:250033667",0.118475,"other","ok"
"PI 601319","PHG72","PI601319:250032442",0.115937,"other","ok"
"PI 601320","PHG84","PI601320:250034941",0.124141,"other","ok"
"PI 601321","PHJ40","PI601321:250032397",0.114031,"other","ok"
"PI 601322","PHZ51","PI601322:250040790",0.102938,"other","ok"
"PI 601331","SX-6-3 (Tetraploid)","PI601331:250032035",0.36395,"other","ok"
"PI 601332","SX-6-7 (Tetraploid)","PI601332:250031898",0.326113,"other","ok"
"PI 601360","LH52","PI601360:250031440",0.0847831,"other","ok"
"PI 601361","PHR36","PI601361:250035224",0.160621,"other","ok"
"PI 601362","PHW17","PI601362:250031285",0.101993,"other","ok"
"PI 601374","764","PI601374:250032400",0.0915285,"other","ok"
"PI 601375","778","PI601375:250031906",0.138126,"other","ok"
"PI 601377","794","PI601377:250033866",0.0533539,"other","ok"
"PI 601378","LP5","PI601378:250031566",0.0857063,"other","ok"
"PI 601402","LH146Ht","PI601402:250031318",0.0845181,"other","ok"
"PI 601403","LH156","PI601403:250035235",0.186217,"other","ok"
"PI 601404","LH60","PI601404:250032892",0.121542,"other","ok"
"PI 601405","LH85","PI601405:250033731",0.170604,"other","ok"
"PI 601416","LH61","PI601416:250033654",0.10574,"other","ok"
"PI 601417","NS701","PI601417:250031507",0.0555808,"other","ok"
"PI 601430","807","PI601430:250032133",0.120427,"other","ok"
"PI 601438","78371A","PI601438:250033530",0.0949139,"other","ok"
"PI 601439","FBHJ","PI601439:250031195",0.158818,"other","ok"
"PI 601440","MBPM","PI601440:250033864",0.188657,"other","ok"
"PI 601441","PB80","PI601441:250031013",0.0432517,"other","ok"
"PI 601442","PHG86","PI601442:250034937",0.0639787,"other","ok"
"PI 601457","IB02","PI601457:250033610",0.107484,"other","ok"
"PI 601458","IBB15","PI601458:250031890",0.0970995,"other","ok"
"PI 601459","IBC2","PI601459:250032594",0.102823,"other","ok"
"PI 601466","LH59","PI601466:250041418",0.108963,"other","ok"
"PI 601467","PHK05","PI601467:250035253",0.198571,"other","ok"
"PI 601468","PHK29","PI601468:250034700",0.090106,"other","ok"
"PI 601469","PHR25","PI601469:250031184",0.148583,"other","ok"
"PI 601470","PHV78","PI601470:250041708",0.132847,"other","ok"
"PI 601489","740","PI601489:250033809",0.131319,"other","ok"
"PI 601490","787","PI601490:250032971",0.184064,"other","ok"
"PI 601491","790","PI601491:250033546",0.0786079,"other","ok"
"PI 601492","793","PI601492:250032460",0.0645892,"other","ok"
"PI 601493","LH149","PI601493:250035129",0.0546258,"other","ok"
"PI 601494","LH65","PI601494:250033535",0.0903954,"other","ok"
"PI 601495","PHK42","PI601495:250033811",0.114507,"other","ok"
"PI 601496","PHK76","PI601496:250031877",0.157678,"other","ok"
"PI 601497","PHN11","PI601497:250030994",0.106675,"other","ok"
"PI 601498","PHT55","PI601498:250033853",0.100074,"other","ok"
"PI 601499","PHT77","PI601499:250031159",0.133206,"other","ok"
"PI 601500","PHV63","PI601500:250031076",0.204856,"other","ok"
"PI 601501","PHW65","PI601501:250031271",0.170209,"other","ok"
"PI 601502","W8304","PI601502:250033565",0.0288429,"other","ok"
"PI 601558","11430","PI601558:250034836",0.0948906,"other","ok"
"PI 601559","2369","PI601559:250031915",0.323123,"other","ok"
"PI 601561","6M502","PI601561:250031396",0.176552,"other","ok"
"PI 601562","78551S","PI601562:250034800",0.103786,"other","ok"
"PI 601563","87916W","PI601563:250041577",0.0904961,"other","ok"
"PI 601564","HB8229","PI601564:250032383",0.173775,"other","ok"
"PI 601565","IBB14","PI601565:250031391",0.103707,"other","ok"
"PI 601566","MBST","PI601566:250031261",0.103658,"other","ok"
"PI 601569","PHN47","PI601569:250035106",0.167078,"other","ok"
"PI 601570","PHP02","PI601570:250032468",0.112504,"other","ok"
"PI 601572","PHR47","PI601572:250033785",0.137264,"other","ok"
"PI 601573","PHT10","PI601573:250040800",0.0587659,"other","ok"
"PI 601574","PHT60","PI601574:250035000",0.143121,"other","ok"
"PI 601575","PHW52","PI601575:250041680",0.0839648,"other","ok"
"PI 601576","PHW79","PI601576:250031247",0.133416,"other","ok"
"PI 601583","NS501","PI601583:250031392",0.114101,"other","ok"
"PI 601610","H8431","PI601610:250031302",0.136437,"other","ok"
"PI 601611","S8324","PI601611:250032552",0.0586143,"other","ok"
"PI 601612","S8326","PI601612:250031380",0.0822996,"other","ok"
"PI 601658","1538","PI601658:250041679",0.0964709,"other","ok"
"PI 601683","CR14","PI601683:250034690",0.0775215,"other","ok"
"PI 601684","WIL900","PI601684:250031672",0.111951,"other","ok"
"PI 601685","WIL901","PI601685:250031428",0.102071,"other","ok"
"PI 601686","WIL903","PI601686:250031450",0.113331,"other","ok"
"PI 601724","E8501","PI601724:250034748",0.146318,"other","ok"
"PI 601725","J8606","PI601725:250033600",0.125847,"other","ok"
"PI 601726","L 127","PI601726:250035191",0.110568,"other","ok"
"PI 601727","L 135","PI601727:250035259",0.0961222,"other","ok"
"PI 601728","L 139","PI601728:250035055",0.10244,"other","ok"
"PI 601729","W8555","PI601729:250033706",0.0689837,"other","ok"
"PI 601745","4N506","PI601745:250031639",0.122801,"other","ok"
"PI 601774","PHJ33","PI601774:250033402",0.151368,"other","ok"
"PI 601775","PHJ70","PI601775:250033835",0.0791813,"other","ok"
"PI 601776","PHJ75","PI601776:250032561",0.187786,"other","ok"
"PI 601777","PHK35","PI601777:250031875",0.0807373,"other","ok"
"PI 601778","PHM10","PI601778:250034821",0.0895899,"other","ok"
"PI 601779","PHM57","PI601779:250031439",0.217288,"other","ok"
"PI 601780","PHN29","PI601780:250031918",0.0924167,"other","ok"
"PI 601781","PHN37","PI601781:250031939",0.136849,"other","ok"
"PI 601782","PHN73","PI601782:250033466",0.108763,"other","ok"
"PI 601783","PHN82","PI601783:250031695",0.107002,"other","ok"
"PI 601784","PHP55","PI601784:250031952",0.0988728,"other","ok"
"PI 601786","PHR62","PI601786:250031411",0.107893,"other","ok"
"PI 601787","PHR63","PI601787:250040769",0.106077,"other","ok"
"PI 601788","PHT22","PI601788:250031142",0.113578,"other","ok"
"PI 601789","PHV37","PI601789:250033443",0.122072,"other","ok"
"PI 601790","PHW03","PI601790:250031894",0.202825,"other","ok"
"PI 601791","PHW20","PI601791:250034985",0.198815,"other","ok"
"PI 601792","PHW43","PI601792:250035083",0.112712,"other","ok"
"PI 601808","2FACC","PI601808:250031936",0.111679,"other","ok"
"PI 603939","B42","PI603939:250031253",0.165044,"other","ok"
"PI 604605","N522","PI604605:250032404",0.178483,"other","ok"
"PI 604606","N527","PI604606:250031904",0.181343,"other","ok"
"PI 606329","DE1","PI606329:250031148",0.136469,"other","ok"
"PI 606330","DE2","PI606330:250035081",0.166169,"other","ok"
"PI 606769","SD41","PI606769:250040776",0.117905,"other","ok"
"PI 607512","N7A","PI607512:250034717",0.136559,"other","ok"
"PI 607519","ND240","PI607519:250032151",0.234077,"other","ok"
"PI 607521","A661","PI607521:250032141",0.19605,"other","ok"
"PI 607522","A662","PI607522:250032142",0.215785,"other","ok"
"PI 607523","A663","PI607523:250032539",0.340515,"other","ok"
"PI 607524","A664","PI607524:250032195",0.118285,"other","ok"
"PI 607525","A665","PI607525:250035196",0.102079,"other","ok"
"PI 607527","ND300","PI607527:250032264",0.237097,"other","ok"
"PI 608764","B55","PI608764:250034944",0.142053,"other","ok"
"PI 608765","B77","PI608765:250033664",0.256039,"other","ok"
"PI 608766","B79","PI608766:250031646",0.190116,"other","ok"
"PI 608767","B84","PI608767:250035071",0.129027,"other","ok"
"PI 608768","B87","PI608768:250034848",0.174859,"other","ok"
"PI 608774","B75","PI608774:250033616",0.17637,"other","ok"
"PI 608777","B85","PI608777:250031255",0.226055,"other","ok"
"PI 608778","B86","PI608778:250031031",0.161115,"other","ok"
"PI 610493","NY5526","PI610493:250034870",0.229205,"other","ok"
"PI 610494","NY6371","PI610494:250033842",0.206883,"other","ok"
"PI 619430","Tx807","PI619430:250033440",0.229832,"other","ok"
"PI 631393","ND291","PI631393:250032313",0.230181,"other","ok"
"PI 631394","ND2000","PI631394:250032272",0.286368,"other","ok"
"PI 631444","T270","PI631444:250031043",0.299158,"other","ok"
"PI 633839","Tx114","PI633839:250041587",0.177697,"other","ok"
"PI 633840","Tx714","PI633840:250032201",0.0456916,"other","ok"
"PI 633924","T272","PI633924:250032916",0.171437,"other","ok"
"PI 634206","Mo48","PI634206:250034710",0.250992,"other","ok"
"PI 634207","Mo49","PI634207:250031551",0.280258,"other","ok"
"PI 638549","N551","PI638549:250033574",0.113813,"other","ok"
"PI 638550","N552","PI638550:250032446",0.269071,"other","ok"
"PI 638551","DE3","PI638551:250031150",0.154584,"other","ok"
"PI 638594","T175","PI638594:250032974",0.124913,"other","ok"
"PI 639111","Oh605","PI639111:250041705",0.185497,"other","ok"
"PI 639931","TZSTRI107","PI639931:250033474",0.138612,"other","ok"
"PI 639936","TZSTRI112","PI639936:250040771",0.21582,"other","ok"
"PI 639937","TZSTRI113","PI639937:250033312",0.212253,"other","ok"
"PI 639938","TZSTRI114","PI639938:250032189",0.232074,"other","ok"
"PI 641070","TZEI 10","PI641070:250032048",0.315601,"other","ok"
"PI 641071","TZEI 11","PI641071:250032088",0.190635,"other","ok"
"PI 641072","TZEI 12","PI641072:250031941",0.215431,"other","ok"
"PI 641226","Hi44","PI641226:250032967",0.164724,"other","ok"
"PI 641229","Hi47","PI641229:250031189",0.106141,"other","ok"
"PI 641238","Hi56","PI641238:250033068",0.385975,"other","ok"
"PI 641242","Hi60","PI641242:250031404",0.0760609,"other","ok"
"PI 641243","Hi61","PI641243:250033185",0.210296,"other","ok"
"PI 641249","Hi67","PI641249:250033456",0.186732,"other","ok"
"PI 641253","TZEEI 3","PI641253:250032066",0.370739,"other","ok"
"PI 641254","TZEEI 4","PI641254:250032068",0.314273,"other","ok"
"PI 641256","TZEEI 6","PI641256:250031931",0.502606,"other","ok"
"PI 644101","LH1","PI644101:250031192",0.115933,"other","ok"
"PI 648423","58611 Inbred A632","PI648423:250033433",0.356234,"other","ok"
"PI 648424","58609 A632 (Meth) Bc5S4","PI648424:250033551",0.0917468,"other","ok"
"PI 648425","58610 A632 (Meth) Bc5S4","PI648425:250031948",0.0869209,"other","ok"
"PI 648426","58612 Inbred B73","PI648426:250031668",0.026739,"other","ok"
"PI 648427","58613 B73 (Meth) Bc5S4","PI648427:250031390",0.0235676,"other","ok"
"PI 648428","58614 B73 (Meth) Bc5S4","PI648428:250033674",0.0226285,"other","ok"
"PI 648429","58615 B73 (Meth) Bc5S4","PI648429:250033862",0.0336699,"other","ok"
"PI 648430","58801 Inbred Mo17","PI648430:250031683",0.0576816,"other","ok"
"PI 648432","58803 Mo17 (Meth) BcS3","PI648432:250034694",0.0623008,"other","ok"
"PI 654048","TZAR101","PI654048:250032002",0.182845,"other","ok"
