"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"NSL 30863","L","other","NSL30863:250031011",0.228079,"NSL30863",250031011
"NSL 30863","L","other","NSL30863:250041557",0.237647,"NSL30863",250041557
"NSL 30865","R2","other","NSL30865:250034744",0.178405,"NSL30865",250034744
"NSL 30865","R2","other","NSL30865:250041479",0.224444,"NSL30865",250041479
"NSL 30866","R004","other","NSL30866:250040764",0.140929,"NSL30866",250040764
"NSL 30866","R004","other","NSL30866:250031626",0.144096,"NSL30866",250031626
"NSL 30867","M14","other","NSL30867:250031956",0.131238,"NSL30867",250031956
"NSL 30867","M14","other","NSL30867:250032559",0.1328,"NSL30867",250032559
"NSL 30872","R71","other","NSL30872:250041573",0.182164,"NSL30872",250041573
"NSL 30872","R71","other","NSL30872:250033847",0.150107,"NSL30872",250033847
"NSL 30873","R74","other","NSL30873:250034753",0.164378,"NSL30873",250034753
"NSL 30873","R74","other","NSL30873:250041407",0.1791,"NSL30873",250041407
"NSL 30894","R177","other","NSL30894:250031556",0.205962,"NSL30894",250031556
"NSL 30894","R177","other","NSL30894:250031446",0.206509,"NSL30894",250031446
"NSL 30904","4226","other","NSL30904:250031169",0.249528,"NSL30904",250031169
"NSL 30904","4226","other","NSL30904:250034539",0.250529,"NSL30904",250034539
"NSL 42873","A12","other","NSL42873:250031927",0.278518,"NSL42873",250031927
"NSL 42873","A12","other","NSL42873:250041474",0.319884,"NSL42873",250041474
"NSL 43597","Tx441","other","NSL43597:250040766",0.200492,"NSL43597",250040766
"NSL 43597","Tx441","other","NSL43597:250031747",0.276361,"NSL43597",250031747
"NSL 65866","B14","other","NSL65866:250041456",0.0679937,"NSL65866",250041456
"NSL 65866","B14","other","NSL65866:250031578",0.0689466,"NSL65866",250031578
"NSL 67790","Mo305ae","other","NSL67790:250035135",0.151437,"NSL67790",250035135
"NSL 67790","Mo305ae","other","NSL67790:250040798",0.14014,"NSL67790",250040798
"NSL 68211","Oh422","other","NSL68211:250033607",0.237014,"NSL68211",250033607
"NSL 68211","Oh422","other","NSL68211:250041442",0.502025,"NSL68211",250041442
"NSL 75976","IA DS 61","popcorn","NSL75976:250035004",0.233163,"NSL75976",250035004
"NSL 75976","IA DS 61","popcorn","NSL75976:250041710",0.239227,"NSL75976",250041710
"NSL 81595","A238","other","NSL81595:250032580",0.217965,"NSL81595",250032580
"NSL 81595","A238","other","NSL81595:250041537",0.210003,"NSL81595",250041537
"NSL 81600","A660","other","NSL81600:250034831",0.164876,"NSL81600",250034831
"NSL 81600","A660","other","NSL81600:250041483",0.200924,"NSL81600",250041483
"PI 186215","INBRED 2-687","other","PI186215:250031371",0.256757,"PI186215",250031371
"PI 186215","INBRED 2-687","other","PI186215:250041536",0.458028,"PI186215",250041536
"PI 198901","4F-342 CM 4","other","PI198901:250035090",0.382491,"PI198901",250035090
"PI 198901","4F-342 CM 4","other","PI198901:250040799",0.204071,"PI198901",250040799
"PI 200182","NY 159 (Neveh Yaar)","other","PI200182:250034751",0.436916,"PI200182",250034751
"PI 200182","NY 159 (Neveh Yaar)","other","PI200182:250040789",0.184208,"PI200182",250040789
"PI 221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","other","PI221737:250031653",0.278308,"PI221737",250031653
"PI 221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","other","PI221737:250042416",0.298387,"PI221737",250042416
"PI 221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","other","PI221747:250041449",0.386981,"PI221747",250041449
"PI 221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","other","PI221747:250032768",0.252317,"PI221747",250032768
"PI 233314","226","sweet corn","PI233314:250035262",0.337261,"PI233314",250035262
"PI 233314","226","sweet corn","PI233314:250040801",0.182618,"PI233314",250040801
"PI 233320","883","sweet corn","PI233320:250041471",0.18768,"PI233320",250041471
"PI 233320","883","sweet corn","PI233320:250032421",0.200258,"PI233320",250032421
"PI 257507","F7","other","PI257507:250032167",0.19522,"PI257507",250032167
"PI 257507","F7","other","PI257507:250041400",0.198408,"PI257507",250041400
"PI 257507","F7","other","PI257507:250035228",0.210908,"PI257507",250035228
"PI 340829","T146","other","PI340829:250034845",0.390729,"PI340829",250034845
"PI 340829","T146","other","PI340829:250040793",0.197601,"PI340829",250040793
"PI 340837","R-4524","popcorn","PI340837:250034952",0.99933,"PI340837",250034952
"PI 340837","R-4524","popcorn","PI340837:250042565",0.279794,"PI340837",250042565
"PI 340861","BR-28 INBR.FR.YEL.PEARL","other","PI340861:250035067",0.281479,"PI340861",250035067
"PI 340861","BR-28 INBR.FR.YEL.PEARL","other","PI340861:250040797",0.151637,"PI340861",250040797
"PI 340875","IA DS 43-W","popcorn","PI340875:250032841",0.352095,"PI340875",250032841
"PI 340875","IA DS 43-W","popcorn","PI340875:250041578",0.392996,"PI340875",250041578
"PI 358527","STRAIN 304A-408-68(B)","sweet corn","PI358527:250041618",0.357985,"PI358527",250041618
"PI 358527","STRAIN 304A-408-68(B)","sweet corn","PI358527:250031281",0.320104,"PI358527",250031281
"PI 358532","676A-348-68(B)","sweet corn","PI358532:250041611",0.371705,"PI358532",250041611
"PI 358532","676A-348-68(B)","sweet corn","PI358532:250033411",0.223314,"PI358532",250033411
"PI 391660","CHI-41","other","PI391660:250041533",0.140178,"PI391660",250041533
"PI 391660","CHI-41","other","PI391660:250031559",0.193502,"PI391660",250031559
"PI 391676","TUO 229","other","PI391676:250035049",0.171549,"PI391676",250035049
"PI 391676","TUO 229","other","PI391676:250040796",0.153295,"PI391676",250040796
"PI 391680","WU-TAN-TZAO","other","PI391680:250033703",0.392945,"PI391680",250033703
"PI 391680","WU-TAN-TZAO","other","PI391680:250041553",0.389238,"PI391680",250041553
"PI 405705","CHAN 11 INBRED","other","PI405705:250034703",0.431786,"PI405705",250034703
"PI 405705","CHAN 11 INBRED","other","PI405705:250040791",0.134493,"PI405705",250040791
"PI 506255","Tzi 25","other","PI506255:250033449",0.240665,"PI506255",250033449
"PI 506255","Tzi 25","other","PI506255:250031967",0.223703,"PI506255",250031967
"PI 511309","NC252","other","PI511309:250033819",0.0261147,"PI511309",250033819
"PI 511309","NC252","other","PI511309:250041491",0.0260415,"PI511309",250041491
"PI 511310","NC254","other","PI511310:250041526",0.0442544,"PI511310",250041526
"PI 511310","NC254","other","PI511310:250031269",0.0438781,"PI511310",250031269
"PI 524969","SD44","other","PI524969:250034724",0.202346,"PI524969",250034724
"PI 524969","SD44","other","PI524969:250034681",0.205377,"PI524969",250034681
"PI 531085","NC262","other","PI531085:250033650",0.151938,"PI531085",250033650
"PI 531085","NC262","other","PI531085:250034667",0.149656,"PI531085",250034667
"PI 533658","SD101","other","PI533658:250034813",0.121827,"PI533658",250034813
"PI 533658","SD101","other","PI533658:250040792",0.0988155,"PI533658",250040792
"PI 537097","LH195","other","PI537097:250033872",0.0527095,"PI537097",250033872
"PI 537097","LH195","other","PI537097:250041610",0.052065,"PI537097",250041610
"PI 538007","LH127","other","PI538007:250041703",0.11793,"PI538007",250041703
"PI 538007","LH127","other","PI538007:250032771",0.114404,"PI538007",250032771
"PI 538009","LH196","other","PI538009:250033869",0.0461474,"PI538009",250033869
"PI 538009","LH196","other","PI538009:250041527",0.0396447,"PI538009",250041527
"PI 538011","LH220Ht","other","PI538011:250041563",0.111289,"PI538011",250041563
"PI 538011","LH220Ht","other","PI538011:250031414",0.106668,"PI538011",250031414
"PI 538239","SD69","other","PI538239:250034884",0.144065,"PI538239",250034884
"PI 538239","SD69","other","PI538239:250040795",0.111851,"PI538239",250040795
"PI 539871","B93","other","PI539871:250040777",0.121812,"PI539871",250040777
"PI 539871","B93","other","PI539871:250032542",0.133869,"PI539871",250032542
"PI 539924","LH202","other","PI539924:250033659",0.0538319,"PI539924",250033659
"PI 539924","LH202","other","PI539924:250041413",0.0529522,"PI539924",250041413
"PI 539926","LH192","other","PI539926:250041443",0.0927771,"PI539926",250041443
"PI 539926","LH192","other","PI539926:250033572",0.092528,"PI539926",250033572
"PI 539927","LH193","other","PI539927:250041539",0.0620517,"PI539927",250041539
"PI 539927","LH193","other","PI539927:250031434",0.0628509,"PI539927",250031434
"PI 543840","PHJ65","other","PI543840:250041723",0.264403,"PI543840",250041723
"PI 543840","PHJ65","other","PI543840:250041594",0.070934,"PI543840",250041594
"PI 543846","PHP76","other","PI543846:250041541",0.139178,"PI543846",250041541
"PI 543846","PHP76","other","PI543846:250041669",0.140037,"PI543846",250041669
"PI 543849","PHW51","other","PI543849:250041545",0.108339,"PI543849",250041545
"PI 543849","PHW51","other","PI543849:250041569",0.10303,"PI543849",250041569
"PI 543850","PHW86","other","PI543850:250041666",0.12827,"PI543850",250041666
"PI 543850","PHW86","other","PI543850:250041556",0.122645,"PI543850",250041556
"PI 547086","LH128","other","PI547086:250033567",0.13516,"PI547086",250033567
"PI 547086","LH128","other","PI547086:250041431",0.138694,"PI547086",250041431
"PI 547088","LH208","other","PI547088:250031445",0.0831783,"PI547088",250031445
"PI 547088","LH208","other","PI547088:250041552",0.0890239,"PI547088",250041552
"PI 548801","PHM81","other","PI548801:250041529",0.132719,"PI548801",250041529
"PI 548801","PHM81","other","PI548801:250041614",0.134522,"PI548801",250041614
"PI 548805","PHR58","other","PI548805:250041651",0.174106,"PI548805",250041651
"PI 548805","PHR58","other","PI548805:250041567",0.17367,"PI548805",250041567
"PI 550461","B14A","other","PI550461:250041444",0.0685385,"PI550461",250041444
"PI 550461","B14A","other","PI550461:250031584",0.0690876,"PI550461",250031584
"PI 550462","B59","other","PI550462:250041702",0.106654,"PI550462",250041702
"PI 550462","B59","other","PI550462:250031535",0.0987837,"PI550462",250031535
"PI 550464","B66","other","PI550464:250031678",0.209278,"PI550464",250031678
"PI 550464","B66","other","PI550464:250041725",0.209587,"PI550464",250041725
"PI 550469","B46","other","PI550469:250030991",0.156852,"PI550469",250030991
"PI 550469","B46","other","PI550469:250031127",0.154663,"PI550469",250031127
"PI 550470","B54","other","PI550470:250041693",0.224819,"PI550470",250041693
"PI 550470","B54","other","PI550470:250031513",0.197273,"PI550470",250031513
"PI 550472","B57","other","PI550472:250034982",0.264561,"PI550472",250034982
"PI 550472","B57","other","PI550472:250035119",0.264605,"PI550472",250035119
"PI 550522","T232","other","PI550522:250032844",0.204034,"PI550522",250032844
"PI 550522","T232","other","PI550522:250032895",0.204193,"PI550522",250032895
"PI 550522","T232","other","PI550522:250032939",0.205185,"PI550522",250032939
"PI 550555","NC250","other","PI550555:250033538",0.135307,"PI550555",250033538
"PI 550555","NC250","other","PI550555:250033796",0.138765,"PI550555",250033796
"PI 550558","DE811","other","PI550558:250031524",0.135678,"PI550558",250031524
"PI 550558","DE811","other","PI550558:250033783",0.138181,"PI550558",250033783
"PI 550566","N192","other","PI550566:250033594",0.0613087,"PI550566",250033594
"PI 550566","N192","other","PI550566:250033680",0.0608349,"PI550566",250033680
"PI 550568","N194","other","PI550568:250032193",0.296792,"PI550568",250032193
"PI 550568","N194","other","PI550568:250041428",0.299588,"PI550568",250041428
"PI 553062","OC9","popcorn","PI553062:250041402",0.305269,"PI553062",250041402
"PI 553062","OC9","popcorn","PI553062:250033868",0.265484,"PI553062",250033868
"PI 554615","MM402A","other","PI554615:250041715",0.144917,"PI554615",250041715
"PI 554615","MM402A","other","PI554615:250041719",0.147582,"PI554615",250041719
"PI 558518","Mo15W","other","PI558518:250042441",0.387349,"PI558518",250042441
"PI 558518","Mo15W","other","PI558518:250032900",0.341654,"PI558518",250032900
"PI 558531","Mo16W","other","PI558531:250032838",0.356896,"PI558531",250032838
"PI 558531","Mo16W","other","PI558531:250041744",0.390672,"PI558531",250041744
"PI 558532","Mo17","other","PI558532:250033831",0.0592853,"PI558532",250033831
"PI 558532","Mo17","other","PI558532:250031497",0.0579837,"PI558532",250031497
"PI 558532","Mo17","other","PI558532:250031418",0.0575873,"PI558532",250031418
"PI 558532","Mo17","other","PI558532:250031649",0.0606611,"PI558532",250031649
"PI 583351","Mo46","other","PI583351:250034697",0.246895,"PI583351",250034697
"PI 583351","Mo46","other","PI583351:250031560",0.248276,"PI583351",250031560
"PI 583352","Mo47","other","PI583352:250033723",0.266986,"PI583352",250033723
"PI 583352","Mo47","other","PI583352:250033675",0.257184,"PI583352",250033675
"PI 587124","CM105","other","PI587124:250034859",0.09518,"PI587124",250034859
"PI 587124","CM105","other","PI587124:250032435",0.0927813,"PI587124",250032435
"PI 587129","H99","other","PI587129:250034881",0.146866,"PI587129",250034881
"PI 587129","H99","other","PI587129:250034734",0.145816,"PI587129",250034734
"PI 587138","A554","other","PI587138:250034627",0.201676,"PI587138",250034627
"PI 587138","A554","other","PI587138:250033598",0.20184,"PI587138",250033598
"PI 587141","A654","other","PI587141:250032534",0.298758,"PI587141",250032534
"PI 587141","A654","other","PI587141:250032335",0.142113,"PI587141",250032335
"PI 587141","A654","other","PI587141:250032538",0.140712,"PI587141",250032538
"PI 587141","A654","other","PI587141:250032392",0.156967,"PI587141",250032392
"PI 587150","Va35","other","PI587150:250041524",0.138243,"PI587150",250041524
"PI 587150","Va35","other","PI587150:250031501",0.138451,"PI587150",250031501
"PI 587150","Va35","other","PI587150:250041609",0.138405,"PI587150",250041609
"PI 587154","W153R","other","PI587154:250031920",0.134398,"PI587154",250031920
"PI 587154","W153R","other","PI587154:250033489",0.132689,"PI587154",250033489
"PI 593010","Hi28","other","PI593010:250040779",0.184884,"PI593010",250040779
"PI 593010","Hi28","other","PI593010:250032827",0.268186,"PI593010",250032827
"PI 594064","N515","other","PI594064:250031892",0.158863,"PI594064",250031892
"PI 594064","N515","other","PI594064:250040768",0.144015,"PI594064",250040768
"PI 594069","N520","other","PI594069:250041727",0.204761,"PI594069",250041727
"PI 594069","N520","other","PI594069:250032593",0.204809,"PI594069",250032593
"PI 594086","N540","other","PI594086:250042568",0.165757,"PI594086",250042568
"PI 594086","N540","other","PI594086:250033596",0.166323,"PI594086",250033596
"PI 596499","OC12","other","PI596499:250031409",0.400819,"PI596499",250031409
"PI 596499","OC12","other","PI596499:250041663",0.542083,"PI596499",250041663
"PI 596500","OC13","other","PI596500:250041699",0.455998,"PI596500",250041699
"PI 596500","OC13","other","PI596500:250031637",0.406696,"PI596500",250031637
"PI 596502","OC15","other","PI596502:250041656",0.360168,"PI596502",250041656
"PI 596502","OC15","other","PI596502:250041555",0.363321,"PI596502",250041555
"PI 596502","OC15","other","PI596502:250031493",0.353522,"PI596502",250031493
"PI 596503","OC16","other","PI596503:250041589",0.518186,"PI596503",250041589
"PI 596503","OC16","other","PI596503:250034676",0.504125,"PI596503",250034676
"PI 597927","B109","other","PI597927:250030983",0.0610904,"PI597927",250030983
"PI 597927","B109","other","PI597927:250031042",0.0619425,"PI597927",250031042
"PI 597927","B109","other","PI597927:250035003",0.0672083,"PI597927",250035003
"PI 600772","FR19","other","PI600772:250034966",0.163988,"PI600772",250034966
"PI 600772","FR19","other","PI600772:250041425",0.171024,"PI600772",250041425
"PI 600944","LH39","other","PI600944:250041596",0.104566,"PI600944",250041596
"PI 600944","LH39","other","PI600944:250032906",0.100385,"PI600944",250032906
"PI 600955","LH51","other","PI600955:250031416",0.0708608,"PI600955",250031416
"PI 600955","LH51","other","PI600955:250041704",0.0683403,"PI600955",250041704
"PI 600956","MDF-13D","other","PI600956:250031548",0.149789,"PI600956",250031548
"PI 600956","MDF-13D","other","PI600956:250041559",0.152218,"PI600956",250041559
"PI 600957","LH74","other","PI600957:250032450",0.0558087,"PI600957",250032450
"PI 600957","LH74","other","PI600957:250041525",0.0572343,"PI600957",250041525
"PI 600981","PHG39","other","PI600981:250033863",0.0941751,"PI600981",250033863
"PI 600981","PHG39","other","PI600981:250041676",0.0952043,"PI600981",250041676
"PI 601005","207","other","PI601005:250032182",0.0951111,"PI601005",250032182
"PI 601005","207","other","PI601005:250041450",0.0945408,"PI601005",250041450
"PI 601006","PHG50","other","PI601006:250041478",0.115362,"PI601006",250041478
"PI 601006","PHG50","other","PI601006:250031516",0.444956,"PI601006",250031516
"PI 601008","PHG35","other","PI601008:250033837",0.134683,"PI601008",250033837
"PI 601008","PHG35","other","PI601008:250041665",0.123316,"PI601008",250041665
"PI 601008","PHG35","other","PI601008:250041688",0.129809,"PI601008",250041688
"PI 601009","PHB47","other","PI601009:250040770",0.0823378,"PI601009",250040770
"PI 601009","PHB47","other","PI601009:250031950",0.0848721,"PI601009",250031950
"PI 601079","LH123HT","other","PI601079:250041700",0.112554,"PI601079",250041700
"PI 601079","LH123HT","other","PI601079:250031456",0.115252,"PI601079",250031456
"PI 601210","78004","other","PI601210:250033834",0.078239,"PI601210",250033834
"PI 601210","78004","other","PI601210:250041607",0.0778956,"PI601210",250041607
"PI 601269","5707","other","PI601269:250041604",0.151332,"PI601269",250041604
"PI 601269","5707","other","PI601269:250033718",0.143669,"PI601269",250033718
"PI 601300","4676A","other","PI601300:250031885",0.173142,"PI601300",250031885
"PI 601300","4676A","other","PI601300:250041588",0.189268,"PI601300",250041588
"PI 601320","PHG84","other","PI601320:250034941",0.124141,"PI601320",250034941
"PI 601320","PHG84","other","PI601320:250041608",0.127625,"PI601320",250041608
"PI 601322","PHZ51","other","PI601322:250041572",0.108465,"PI601322",250041572
"PI 601322","PHZ51","other","PI601322:250040790",0.102938,"PI601322",250040790
"PI 601322","PHZ51","other","PI601322:250034686",0.104821,"PI601322",250034686
"PI 601329","SX-6-10 (Tetraploid)","other","PI601329:250033428",0.352233,"PI601329",250033428
"PI 601329","SX-6-10 (Tetraploid)","other","PI601329:250042325",0.461529,"PI601329",250042325
"PI 601360","LH52","other","PI601360:250041401",0.0904834,"PI601360",250041401
"PI 601360","LH52","other","PI601360:250031440",0.0847831,"PI601360",250031440
"PI 601361","PHR36","other","PI601361:250041480",0.163057,"PI601361",250041480
"PI 601361","PHR36","other","PI601361:250035224",0.160621,"PI601361",250035224
"PI 601376","779","other","PI601376:250032467",0.20509,"PI601376",250032467
"PI 601376","779","other","PI601376:250041398",0.212857,"PI601376",250041398
"PI 601402","LH146Ht","other","PI601402:250041405",0.0852855,"PI601402",250041405
"PI 601402","LH146Ht","other","PI601402:250031318",0.0845181,"PI601402",250031318
"PI 601403","LH156","other","PI601403:250035235",0.186217,"PI601403",250035235
"PI 601403","LH156","other","PI601403:250041468",0.214195,"PI601403",250041468
"PI 601430","807","other","PI601430:250032133",0.120427,"PI601430",250032133
"PI 601430","807","other","PI601430:250040774",0.123244,"PI601430",250040774
"PI 601457","IB02","other","PI601457:250041436",0.999401,"PI601457",250041436
"PI 601457","IB02","other","PI601457:250033610",0.107484,"PI601457",250033610
"PI 601466","LH59","other","PI601466:250032185",0.109936,"PI601466",250032185
"PI 601466","LH59","other","PI601466:250041418",0.108963,"PI601466",250041418
"PI 601470","PHV78","other","PI601470:250041708",0.132847,"PI601470",250041708
"PI 601470","PHV78","other","PI601470:250031962",0.135877,"PI601470",250031962
"PI 601490","787","other","PI601490:250032971",0.184064,"PI601490",250032971
"PI 601490","787","other","PI601490:250041416",0.301178,"PI601490",250041416
"PI 601494","LH65","other","PI601494:250041575",0.0945567,"PI601494",250041575
"PI 601494","LH65","other","PI601494:250033535",0.0903954,"PI601494",250033535
"PI 601498","PHT55","other","PI601498:250041706",0.998709,"PI601498",250041706
"PI 601498","PHT55","other","PI601498:250033853",0.100074,"PI601498",250033853
"PI 601560","2MA22","other","PI601560:250033611",0.108642,"PI601560",250033611
"PI 601560","2MA22","other","PI601560:250041664",0.238039,"PI601560",250041664
"PI 601563","87916W","other","PI601563:250033533",0.0907123,"PI601563",250033533
"PI 601563","87916W","other","PI601563:250041577",0.0904961,"PI601563",250041577
"PI 601567","PHH93","other","PI601567:250031452",0.115898,"PI601567",250031452
"PI 601567","PHH93","other","PI601567:250041460",0.344347,"PI601567",250041460
"PI 601570","PHP02","other","PI601570:250041464",0.117027,"PI601570",250041464
"PI 601570","PHP02","other","PI601570:250032468",0.112504,"PI601570",250032468
"PI 601571","PHR32","other","PI601571:250041420",0.477913,"PI601571",250041420
"PI 601571","PHR32","other","PI601571:250034996",0.193103,"PI601571",250034996
"PI 601573","PHT10","other","PI601573:250041602",0.0725376,"PI601573",250041602
"PI 601573","PHT10","other","PI601573:250041571",0.0637423,"PI601573",250041571
"PI 601573","PHT10","other","PI601573:250035223",0.0714639,"PI601573",250035223
"PI 601573","PHT10","other","PI601573:250040800",0.0587659,"PI601573",250040800
"PI 601575","PHW52","other","PI601575:250041680",0.0839648,"PI601575",250041680
"PI 601575","PHW52","other","PI601575:250035073",0.0861059,"PI601575",250035073
"PI 601584","OQ603","other","PI601584:250041417",0.123541,"PI601584",250041417
"PI 601584","OQ603","other","PI601584:250032547",0.097622,"PI601584",250032547
"PI 601773","PHJ31","other","PI601773:250041613",0.229839,"PI601773",250041613
"PI 601773","PHJ31","other","PI601773:250031508",0.217405,"PI601773",250031508
"PI 601773","PHJ31","other","PI601773:250041687",0.233647,"PI601773",250041687
"PI 601774","PHJ33","other","PI601774:250041406",0.160008,"PI601774",250041406
"PI 601774","PHJ33","other","PI601774:250033402",0.151368,"PI601774",250033402
"PI 601776","PHJ75","other","PI601776:250041485",0.214362,"PI601776",250041485
"PI 601776","PHJ75","other","PI601776:250032561",0.187786,"PI601776",250032561
"PI 601781","PHN37","other","PI601781:250031939",0.136849,"PI601781",250031939
"PI 601781","PHN37","other","PI601781:250041415",0.141817,"PI601781",250041415
"PI 601782","PHN73","other","PI601782:250041689",0.115487,"PI601782",250041689
"PI 601782","PHN73","other","PI601782:250033466",0.108763,"PI601782",250033466
"PI 601785","PHP60","other","PI601785:250041673",0.212509,"PI601785",250041673
"PI 601785","PHP60","other","PI601785:250035069",0.196714,"PI601785",250035069
"PI 601785","PHP60","other","PI601785:250041606",0.280636,"PI601785",250041606
"PI 601787","PHR63","other","PI601787:250031937",0.136347,"PI601787",250031937
"PI 601787","PHR63","other","PI601787:250040769",0.106077,"PI601787",250040769
"PI 601790","PHW03","other","PI601790:250031894",0.202825,"PI601790",250031894
"PI 601790","PHW03","other","PI601790:250041488",0.233939,"PI601790",250041488
"PI 606768","SD40","other","PI606768:250034808",0.100614,"PI606768",250034808
"PI 606768","SD40","other","PI606768:250035084",0.378993,"PI606768",250035084
"PI 606769","SD41","other","PI606769:250032407",0.130151,"PI606769",250032407
"PI 606769","SD41","other","PI606769:250040776",0.117905,"PI606769",250040776
"PI 607519","ND240","other","PI607519:250041421",0.269073,"PI607519",250041421
"PI 607519","ND240","other","PI607519:250032151",0.234077,"PI607519",250032151
"PI 607521","A661","other","PI607521:250032141",0.19605,"PI607521",250032141
"PI 607521","A661","other","PI607521:250032314",0.200795,"PI607521",250032314
"PI 607521","A661","other","PI607521:250032275",0.200488,"PI607521",250032275
"PI 607521","A661","other","PI607521:250034613",0.196747,"PI607521",250034613
"PI 607522","A662","other","PI607522:250041458",0.231079,"PI607522",250041458
"PI 607522","A662","other","PI607522:250032142",0.215785,"PI607522",250032142
"PI 608768","B87","other","PI608768:250034848",0.174859,"PI608768",250034848
"PI 608768","B87","other","PI608768:250041593",0.200942,"PI608768",250041593
"PI 639936","TZSTRI112","other","PI639936:250040771",0.21582,"PI639936",250040771
"PI 639936","TZSTRI112","other","PI639936:250032046",0.218019,"PI639936",250032046
"PI 639937","TZSTRI113","other","PI639937:250033312",0.212253,"PI639937",250033312
"PI 639937","TZSTRI113","other","PI639937:250042346",0.232808,"PI639937",250042346
"PI 639938","TZSTRI114","other","PI639938:250032189",0.232074,"PI639938",250032189
"PI 639938","TZSTRI114","other","PI639938:250042335",0.233019,"PI639938",250042335
"PI 641068","TZEI 8","other","PI641068:250033323",0.32851,"PI641068",250033323
"PI 641068","TZEI 8","other","PI641068:250041979",0.362603,"PI641068",250041979
